adb server is out of date.  killing...
03-21 23:37:17.787 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.788 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.788 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:17.788 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:17.788 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:17.788 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:17.789 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.789 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.789 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:17.790 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:17.790 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:17.790 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:17.790 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.791 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.791 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:17.791 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:17.791 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:17.791 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:17.792 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.793 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.793 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:17.793 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:17.793 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:17.793 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:17.794 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.794 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.794 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:17.795 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:17.795 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:17.795 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:17.795 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.796 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.796 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:17.796 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:17.796 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:17.796 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:17.797 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.798 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.798 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:17.798 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:17.798 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:17.798 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:17.799 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.799 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.799 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:17.800 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:17.800 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:17.800 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:17.800 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.801 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.801 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:17.801 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:17.801 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:17.801 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:17.802 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.802 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.803 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:17.803 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:17.803 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:17.803 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:17.803 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.804 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.804 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:17.804 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:17.804 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:17.805 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:17.805 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.806 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.806 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:17.806 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:17.806 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:17.806 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:17.807 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.807 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.807 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:17.808 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:17.808 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:17.808 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:17.808 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.809 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.809 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:17.809 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:17.809 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:17.809 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:17.810 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.810 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.810 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:17.811 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:17.811 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:17.811 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:17.811 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.812 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.812 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:17.812 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:17.812 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:17.813 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:17.814 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.814 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.814 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:17.815 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:17.815 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:17.815 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:17.815 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.816 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.816 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:17.817 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:17.817 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:17.817 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:17.817 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.818 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.818 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:17.818 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:17.818 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:17.818 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:17.819 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.819 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.820 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:17.820 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:17.820 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:17.820 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:17.821 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.821 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.821 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:17.822 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:17.822 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:17.822 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:17.822 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.823 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.823 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:17.823 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:17.823 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:17.823 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:17.824 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.824 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.824 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:17.825 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:17.825 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:17.825 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:17.825 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.826 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.826 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:17.826 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:17.826 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:17.826 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:17.827 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.828 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.828 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:17.828 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:17.828 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:17.828 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:17.829 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.829 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.829 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:17.830 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:17.830 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:17.830 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:17.830 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:17.831 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
